timestamp,bytes_sent_per_sec,bytes_recv_per_sec,packets_sent_per_sec,packets_recv_per_sec,total_bytes_per_sec,errors,drops
2026-01-04 10:26:33.790495,701889.5748744957,698513.5456387046,467.92638324966384,465.6756970924697,1400403.1205132003,0,0
2026-01-04 10:26:34.790495,533305.045682621,955497.1942504975,355.5366971217473,636.9981295003316,1488802.2399331185,0,0
2026-01-04 10:26:35.790495,515214.34541797376,757670.3477642402,343.47623027864915,505.11356517616014,1272884.693182214,0,0
2026-01-04 10:26:36.790495,1003010.0843739591,833785.4474878127,668.6733895826394,555.8569649918752,1836795.5318617718,0,0
2026-01-04 10:26:37.790495,453911.0296666728,872142.1888662836,302.60735311111523,581.4281259108558,1326053.2185329564,0,0
2026-01-04 10:26:38.790495,581837.8584014734,1194045.4707810532,387.8919056009822,796.0303138540355,1775883.3291825266,0,0
2026-01-04 10:26:39.790495,538735.9511993362,991821.0799934331,359.15730079955745,661.2140533289554,1530557.0311927693,0,0
2026-01-04 10:26:40.790495,928144.024522708,879274.5052505219,618.7626830151387,586.1830035003479,1807418.52977323,0,0
2026-01-04 10:26:41.790495,2230286.6549479845,4450501.802896539,392.06668661215997,782.3628822564,6680788.457844523,0,0
2026-01-04 10:26:42.790495,763503.4669537687,929669.7405122649,509.0023113025125,619.7798270081765,1693173.2074660335,0,0
2026-01-04 10:26:43.790495,745870.7568681254,854217.0942267267,497.24717124541695,569.4780628178178,1600087.851094852,0,0
2026-01-04 10:26:44.790495,763006.1147185935,622592.3396937634,508.67074314572903,415.0615597958423,1385598.454412357,0,0
2026-01-04 10:26:45.790495,410832.804044827,915191.4604348566,273.8885360298847,610.1276402899044,1326024.2644796835,0,0
2026-01-04 10:26:46.790495,1182147.7157241767,602634.9446262158,788.0984771494511,401.7566297508106,1784782.6603503926,0,0
2026-01-04 10:26:47.790495,983284.775252852,689212.3601630497,655.5231835019014,459.47490677536643,1672497.1354159017,0,0
2026-01-04 10:26:48.790495,1175478.7818871855,727504.0451727195,783.6525212581237,485.00269678181303,1902982.827059905,0,0
2026-01-04 10:26:49.790495,1309520.0645015074,873043.6892355506,873.0133763343383,582.0291261570337,2182563.753737058,0,0
2026-01-04 10:26:50.790495,761160.2120074828,1716937.5388256467,507.44014133832184,1144.6250258837645,2478097.7508331295,0,0
2026-01-04 10:26:51.790495,488071.1551516164,772616.2414224308,325.3807701010776,515.0774942816206,1260687.3965740472,0,0
2026-01-04 10:26:52.790495,614547.7101367005,911344.561650886,409.698473424467,607.5630411005907,1525892.2717875866,0,0
2026-01-04 10:26:53.790495,5918028.040920545,3024335.63275838,802.6448515121378,410.18180517114047,8942363.673678925,0,0
2026-01-04 10:26:54.790495,585766.121356245,1140011.5740942,390.51074757083,760.0077160628,1725777.6954504452,0,0
2026-01-04 10:26:55.790495,1246497.4869858844,575684.2365399114,830.9983246572563,383.78949102660755,1822181.7235257956,0,0
2026-01-04 10:26:56.790495,630265.2615342863,1021917.8380921378,420.17684102285756,681.2785587280919,1652183.0996264243,0,0
2026-01-04 10:26:57.790495,940100.6224199971,1217455.2020150572,626.733748279998,811.6368013433714,2157555.8244350543,0,0
2026-01-04 10:26:58.790495,1531397.2751604912,2179244.4908284256,226.86682303438832,322.8412915894897,3710641.7659889166,0,0
2026-01-04 10:26:59.790495,529515.6070176051,974923.5860928108,353.0104046784034,649.9490573952072,1504439.193110416,0,0
2026-01-04 10:27:00.790495,677206.6711770272,724304.9399397774,451.47111411801814,482.8699599598516,1401511.6111168044,0,0
2026-01-04 10:27:01.790495,813730.8470701028,394435.60438775015,542.4872313800686,262.95706959183343,1208166.451457853,0,0
2026-01-04 10:27:02.790495,1055214.1173643342,459117.09710872255,703.4760782428895,306.0780647391484,1514331.2144730568,0,0
2026-01-04 10:27:03.790495,556600.1094441583,1213795.110085576,371.06673962943887,809.1967400570508,1770395.2195297342,0,0
2026-01-04 10:27:04.790495,762196.1102307991,815718.0957733279,508.13074015386604,543.8120638488853,1577914.206004127,0,0
2026-01-04 10:27:05.790495,990000.1593812553,737160.5994034647,660.0001062541702,491.4403996023098,1727160.75878472,0,0
2026-01-04 10:27:06.790495,661685.6428912523,433216.1342712493,441.1237619275015,288.81075618083287,1094901.7771625016,0,0
2026-01-04 10:27:07.790495,612483.8540383098,656384.8031000979,408.3225693588732,437.5898687333986,1268868.6571384077,0,0
2026-01-04 10:27:08.790495,719725.1100844276,827211.1250249549,479.8167400562851,551.47408334997,1546936.2351093825,0,0
2026-01-04 10:27:09.790495,848479.5961791383,530636.8891407588,565.6530641194255,353.75792609383916,1379116.485319897,0,0
2026-01-04 10:27:10.790495,851366.2454283739,417662.32287787815,567.5774969522492,278.4415485852521,1269028.5683062521,0,0
2026-01-04 10:27:11.790495,756238.5021855115,513390.86078182317,504.15900145700766,342.2605738545488,1269629.3629673347,0,0
2026-01-04 10:27:12.790495,482106.458342999,1056848.460580643,321.4043055619993,704.5656403870953,1538954.918923642,0,0
2026-01-04 10:27:13.790495,775070.2943576786,391560.8325268065,516.7135295717858,261.040555017871,1166631.1268844851,0,0
2026-01-04 10:27:14.790495,780682.310055246,464357.2656813251,520.454873370164,309.57151045421676,1245039.575736571,0,0
2026-01-04 10:27:15.790495,478179.7138195883,788266.3890583094,318.7864758797255,525.5109260388729,1266446.1028778977,0,0
2026-01-04 10:27:16.790495,953472.6571745023,492182.05882218824,635.6484381163349,328.12137254812546,1445654.7159966906,0,0
2026-01-04 10:27:17.790495,3570451.1548745707,2506953.7628108636,478.2607342349081,335.8056153934443,6077404.917685434,0,0
2026-01-04 10:27:18.790495,636745.6121954679,402494.35130705626,424.4970747969786,268.3295675380375,1039239.9635025242,0,0
2026-01-04 10:27:19.790495,315850.8718501375,719458.4008667336,210.56724790009164,479.63893391115573,1035309.2727168711,0,0
2026-01-04 10:27:20.790495,384083.88780111854,627024.2840135547,256.0559252007457,418.0161893423698,1011108.1718146732,0,0
2026-01-04 10:27:21.790495,391602.5584158108,671972.7157461904,261.06837227720723,447.9818104974603,1063575.2741620012,0,0
2026-01-04 10:27:22.790495,450272.5995738765,453574.36220057984,300.18173304925097,302.38290813371987,903846.9617744563,0,0
2026-01-04 10:27:23.790495,1499157.2706556376,1818001.7597142423,307.58701040880453,373.0053791780587,3317159.03036988,0,0
2026-01-04 10:27:24.790495,303183.02710035426,506346.2563086931,202.12201806690283,337.56417087246206,809529.2834090474,0,0
2026-01-04 10:27:25.790495,675968.1592347889,471880.4535261657,450.64543948985926,314.5869690174438,1147848.6127609545,0,0
2026-01-04 10:27:26.790495,564265.0067290263,610309.5788478837,376.1766711526842,406.8730525652558,1174574.58557691,0,0
2026-01-04 10:27:27.790495,504343.011498358,411313.1558391553,336.22867433223865,274.20877055943686,915656.1673375133,0,0
2026-01-04 10:27:28.790495,987176.9936192791,862802.5771057921,658.1179957461861,575.201718070528,1849979.5707250712,0,0
2026-01-04 10:27:29.790495,864961.3297683824,685758.7396038951,576.640886512255,457.1724930692634,1550720.0693722775,0,0
2026-01-04 10:27:30.790495,1147808.1167968835,855126.7140330464,765.2054111979223,570.0844760220309,2002934.83082993,0,0
2026-01-04 10:27:31.790495,607512.1770535819,852452.0514532747,405.0081180357213,568.3013676355165,1459964.2285068566,0,0
2026-01-04 10:27:32.790495,1096437.1865334972,705821.8046935996,730.9581243556648,470.54786979573305,1802258.9912270969,0,0
2026-01-04 10:27:33.790495,977379.8293797905,658426.3167147429,651.5865529198603,438.9508778098286,1635806.1460945334,0,0
2026-01-04 10:27:34.790495,920906.2480301684,672748.1661669087,613.9374986867789,448.4987774446058,1593654.414197077,0,0
2026-01-04 10:27:35.790495,804641.4706580972,1391629.3208947072,536.4276471053981,927.7528805964715,2196270.7915528044,0,0
2026-01-04 10:27:36.790495,555216.6818950494,890605.4987112967,370.14445459669963,593.7369991408644,1445822.180606346,0,0
2026-01-04 10:27:37.790495,1280101.320100412,723740.1634652573,853.4008800669413,482.49344231017153,2003841.4835656693,0,0
2026-01-04 10:27:38.790495,718480.3744260604,1114786.5083535002,478.98691628404026,743.1910055690001,1833266.8827795605,0,0
2026-01-04 10:27:39.790495,583946.9134851228,1177027.780388621,389.2979423234152,784.6851869257473,1760974.6938737438,0,0
2026-01-04 10:27:40.790495,863998.1399426318,612864.9249166027,575.9987599617546,408.57661661106846,1476863.0648592345,0,0
2026-01-04 10:27:41.790495,891513.2180892463,928721.3288911845,594.3421453928308,619.147552594123,1820234.5469804308,0,0
2026-01-04 10:27:42.790495,819447.3713144145,998847.6088906231,546.298247542943,665.8984059270821,1818294.9802050376,0,0
2026-01-04 10:27:43.790495,1391315.535316836,640836.2051707746,927.5436902112241,427.2241367805164,2032151.7404876107,0,0
2026-01-04 10:27:44.790495,652524.3746657339,1104119.3928544559,435.0162497771559,736.0795952363039,1756643.7675201898,0,0
2026-01-04 10:27:45.790495,895123.7191677364,745357.22602605,596.7491461118242,496.90481735070006,1640480.9451937864,0,0
2026-01-04 10:27:46.790495,881745.3253777872,995366.9914381662,587.8302169185248,663.5779942921108,1877112.3168159535,0,0
2026-01-04 10:27:47.790495,1015952.7094382709,625607.367857964,677.3018062921806,417.07157857197603,1641560.077296235,0,0
2026-01-04 10:27:48.790495,2835049.4931460987,3052182.3846626137,576.3651734063066,620.5082604930333,5887231.877808712,0,0
2026-01-04 10:27:49.790495,888069.2526174096,1318419.4385696712,592.0461684116063,878.9462923797809,2206488.691187081,0,0
2026-01-04 10:27:50.790495,456840.4487922478,906198.2306930728,304.5602991948319,604.1321537953819,1363038.6794853206,0,0
2026-01-04 10:27:51.790495,1198002.9429306518,631232.531727045,798.6686286204346,420.82168781803,1829235.4746576967,0,0
2026-01-04 10:27:52.790495,1150821.0414839315,1101973.1608973013,767.2140276559543,734.6487739315342,2252794.2023812328,0,0
2026-01-04 10:27:53.790495,613126.1716288419,1187485.2529008368,408.7507810858946,791.6568352672246,1800611.4245296787,0,0
2026-01-04 10:27:54.790495,1319433.0340286912,599876.962984814,879.6220226857941,399.9179753232093,1919309.9970135053,0,0
2026-01-04 10:27:55.790495,638488.0335963196,948276.2964429229,425.6586890642131,632.1841976286153,1586764.3300392425,0,0
2026-01-04 10:27:56.790495,876098.6017556099,1151687.0605661392,584.0657345037399,767.7913737107594,2027785.6623217491,0,0
2026-01-04 10:27:57.790495,701249.7914934368,1420615.4287947707,467.49986099562454,947.0769525298472,2121865.2202882073,0,0
2026-01-04 10:27:58.790495,891042.3304443685,790944.9560111044,594.0282202962456,527.2966373407363,1681987.286455473,0,0
2026-01-04 10:27:59.790495,967283.9230198386,673373.1677120446,644.8559486798924,448.915445141363,1640657.0907318832,0,0
2026-01-04 10:28:00.790495,613682.6542601214,591882.3085743684,409.1217695067476,394.58820571624557,1205564.9628344898,0,0
2026-01-04 10:28:01.790495,918391.5662120271,583711.4249511186,612.2610441413514,389.14094996741244,1502102.9911631458,0,0
2026-01-04 10:28:02.790495,515227.8211830401,782156.0340850911,343.4852141220267,521.4373560567274,1297383.8552681312,0,0
2026-01-04 10:28:03.790495,1261698.394771717,844631.9766245425,841.1322631811447,563.0879844163617,2106330.3713962594,0,0
2026-01-04 10:28:04.790495,970302.3398961398,646007.0308674524,646.8682265974265,430.6713539116349,1616309.3707635922,0,0
2026-01-04 10:28:05.790495,3423386.2078245757,3870151.220114225,462.43786303171726,522.7877753753353,7293537.4279388,0,0
2026-01-04 10:28:06.790495,561830.2126047758,764903.4607983725,374.55347506985055,509.9356405322483,1326733.6734031483,0,0
2026-01-04 10:28:07.790495,981947.1052630234,471866.68284729955,654.6314035086823,314.57778856486635,1453813.788110323,0,0
2026-01-04 10:28:08.790495,657445.5310873782,360486.96284409135,438.29702072491875,240.3246418960609,1017932.4939314695,0,0
2026-01-04 10:28:09.790495,619049.3702165752,788019.8528488432,412.6995801443835,525.3465685658955,1407069.2230654184,0,0
2026-01-04 10:28:10.790495,479385.41518419416,1096278.6516228975,319.5902767894628,730.852434415265,1575664.0668070917,0,0
2026-01-04 10:28:11.790495,713183.7316916905,488491.55341314024,475.4558211277937,325.6610356087602,1201675.2851048307,0,0
2026-01-04 10:28:12.790495,278268.9465471269,200685.38333616266,185.51263103141795,133.79025555744178,478954.3298832896,0,0
2026-01-04 10:28:13.790495,911897.7929246933,410751.9636834168,607.9318619497956,273.8346424556112,1322649.7566081102,0,0
2026-01-04 10:28:14.790495,879741.855993459,507525.7532006221,586.494570662306,338.3505021337481,1387267.609194081,0,0
2026-01-04 10:28:15.790495,628815.2398200874,570341.1333498928,419.2101598800583,380.22742223326185,1199156.3731699802,0,0
